,SEQNOS,DESCRIPTION_OF_INCIDENT,TYPE_OF_INCIDENT,INCIDENT_CAUSE,INCIDENT_DATE_TIME,INCIDENT_DTG,INCIDENT_LOCATION,LOCATION_ADDRESS,LOCATION_STREET1,LOCATION_STREET2,LOCATION_NEAREST_CITY,LOCATION_STATE,LOCATION_COUNTY,LOCATION_ZIP,DISTANCE_FROM_CITY,DISTANCE_UNITS,DIRECTION_FROM_CITY,LAT_DEG,LAT_MIN,LAT_SEC,LAT_QUAD,LONG_DEG,LONG_MIN,LONG_SEC,LONG_QUAD,LOCATION_SECTION,LOCATION_TOWNSHIP,LOCATION_RANGE,POTENTIAL_FLAG,DATE_TIME_RECEIVED,DATE_TIME_COMPLETE,CALLTYPE,RESPONSIBLE_COMPANY,RESPONSIBLE_ORG_TYPE,RESPONSIBLE_CITY,RESPONSIBLE_STATE,RESPONSIBLE_ZIP,SOURCE,AIRCRAFT_TYPE,AIRCRAFT_MODEL,AIRCRAFT_ID,AIRCRAFT_FUEL_CAPACITY,AIRCRAFT_FUEL_CAPACITY_UNITS,AIRCRAFT_FUEL_ON_BOARD,AIRCRAFT_FUEL_O_B_UNITS,AIRCRAFT_SPOT_NUMBER,AIRCRAFT_HANGER,AIRCRAFT_RUNWAY_NUMBER,ROAD_MILE_MARKER,BUILDING_ID,TYPE_OF_FIXED_OBJECT,POWER_GENERATING_FACILITY,GENERATING_CAPACITY,TYPE_OF_FUEL,NPDES,NPDES_COMPLIANCE,PIPELINE_TYPE,DOT_REGULATED,PIPELINE_ABOVE_GROUND,EXPOSED_UNDERWATER,PIPELINE_COVERED,RAILROAD_HOTLINE,GRADE_CROSSING,LOCATION_SUBDIVISION,RAILROAD_MILEPOST,TYPE_VEHICLE_INVOLVED,CROSSING_DEVICE_TYPE,DEVICE_OPERATIONAL,DOT_CROSSING_NUMBER,BRAKE_FAILURE,DESCRIPTION_OF_TANK,TANK_ABOVE_GROUND,TRANSPORTABLE_CONTAINER,TANK_REGULATED,TANK_REGULATED_BY,TANK_ID,CAPACITY_OF_TANK,CAPACITY_OF_TANK_UNITS,ACTUAL_AMOUNT,ACTUAL_AMOUNT_UNITS,PLATFORM_RIG_NAME,PLATFORM_LETTER,LOCATION_AREAID,LOCATION_BLOCKID,OCSG_NUMBER,OCSP_NUMBER,STATE_LEASE_NUMBER,PIER_DOCK_NUMBER,BERTH_SLIP_NUMBER,CONTINUOUS_RELEASE_TYPE,INITIAL_CONTINUOUS_RELEASE_NO,CONTINUOUS_RELEASE_PERMIT,ALLISION,TYPE_OF_STRUCTURE,STRUCTURE_NAME,STRUCTURE_OPERATIONAL,AIRBAG_DEPLOYED,DATE_TIME_NORMAL_SERVICE,SERVICE_DISRUPTION_TIME,SERVICE_DISRUPTION_UNITS,TRANSIT_BUS_FLAG,CR_BEGIN_DATE,CR_END_DATE,CR_CHANGE_DATE,FBI_CONTACT,FBI_CONTACT_DATE_TIME,SUB_PART_C_TESTING_REQ,CONDUCTOR_TESTING,ENGINEER_TESTING,TRAINMAN_TESTING,YARD_FOREMAN_TESTING,RCL_OPERATOR_TESTING,BRAKEMAN_TESTING,TRAIN_DISPATCHER_TESTING,SIGNALMAN_TESTING,OTHER_EMPLOYEE_TESTING,UNKNOWN_TESTING,PASSENGER_HANDLING,PASSENGER_ROUTE,PASSENGER_DELAY,FIRE_INVOLVED,FIRE_EXTINGUISHED,ANY_EVACUATIONS,NUMBER_EVACUATED,WHO_EVACUATED,RADIUS_OF_EVACUATION,ANY_INJURIES,NUMBER_INJURED,NUMBER_HOSPITALIZED,ANY_FATALITIES,NUMBER_FATALITIES,ANY_DAMAGES,DAMAGE_AMOUNT,AIR_CORRIDOR_CLOSED,AIR_CORRIDOR_DESC,AIR_CLOSURE_TIME,WATERWAY_CLOSED,WATERWAY_DESC,WATERWAY_CLOSURE_TIME,ROAD_CLOSED,ROAD_DESC,ROAD_CLOSURE_TIME,CLOSURE_DIRECTION,MAJOR_ARTERY,TRACK_CLOSED,TRACK_DESC,TRACK_CLOSURE_TIME,MEDIA_INTEREST,MEDIUM_DESC,ADDITIONAL_MEDIUM_INFO,BODY_OF_WATER,TRIBUTARY_OF,NEAREST_RIVER_MILE_MAKER,RELEASE_SECURED,ESTIMATED_DURATION_OF_RELEASE,RELEASE_RATE,DESC_REMEDIAL_ACTION,STATE_AGENCY_ON_SCENE,STATE_AGENCY_REPORT_NUM,OTHER_AGENCY_NOTIFIED,WEATHER_CONDITIONS,AIR_TEMPERATURE,WIND_SPEED,WIND_DIRECTION,WATER_SUPPLY_CONTAMINATED,SHEEN_SIZE,SHEEN_COLOR,DIRECTION_OF_SHEEN_TRAVEL,SHEEN_ODOR_DESCRIPTION,WAVE_CONDITION,CURRENT_SPEED,CURRENT_DIRECTION,WATER_TEMPERATURE,TRACK_CLOSE_DIR,EMPL_FATALITY,PASS_FATALITY,COMMUNITY_IMPACT,WIND_SPEED_UNIT,EMPLOYEE_INJURIES,PASSENGER_INJURIES,OCCUPANT_FATALITY,CURRENT_SPEED_UNIT,ROAD_CLOSURE_UNITS,TRACK_CLOSURE_UNITS,SHEEN_SIZE_UNITS,ADDITIONAL_INFO,STATE_AGENCY_NOTIFIED,FEDERAL_AGENCY_NOTIFIED,NEAREST_RIVER_MILE_MARKER,SHEEN_SIZE_LENGTH,SHEEN_SIZE_LENGTH_UNITS,SHEEN_SIZE_WIDTH,SHEEN_SIZE_WIDTH_UNITS,OFFSHORE,DURATION_UNIT,RELEASE_RATE_UNIT,RELEASE_RATE_RATE,PASSENGERS_TRANSFERRED,new_latitude,new_longitude,new_latquad,new_longquad,new_street,geometry,address
973,1268963,GRADE CROSSING ACCIDENT INVOLVING A FREIGHT TRAIN AND SEMI-TRUCK.  THERE HAS BEEN NO CONFIRMED RELEASE OF MATERIALS AT THIS TIME.,RAILROAD,TRESPASSER,1/17/2020 15:27,OCCURRED,,66TH ST NW,,,WHITE EARTH,ND,MOUNTRAIL,,,,,,,,,,,,,,,,Y,2020-01-17 17:21:00,2020-01-17 17:27:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,Y,GLASGOW,72.3,TRACTOR TRAILER TRUC,CROSSBUCKS,U,093329S,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,NO,,,,,,,,,,,,YES,NO,N,U,N,,,,N,,,N,,U,,N,,,N,,,N,,,,N,Y,MAIN 1 & 2,,UNKNOWN,RAIL REPORT (N/A),,,,,U,,,LOCAL AUTHORITES RESPONDED AND INVESTIGATION IS UNDERWAY.,STATE POLICE; LOCAL AUTHORITIES,HP2001170202,,FOGGY,2.0,10.0,N,U,,,,,,,,,E/W,,,,MPH,,,,,,,,THE TRACK CLOSURE IS STILL ONGOING.,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
974,1268964,CALLER IS REPORTING A STRONG ODOR AND SUSPECTS THE RELEASE OF METHANE GAS INTO THE ATMOSPHERE IN EXCESS AMOUNTS.  THE AMOUNT IS UNKNOWN AND THE METHANE GAS IS USED TO BURN THE TRASH AT THE LANDFILL.,FIXED,UNKNOWN,1/17/2020 7:20,DISCOVERED,LANDFILL,1705 EAST MAIN STREET,,,JOHNSON CITY,TN,WASHINGTON,37601.0,,,,,,,,,,,,,,,N,2020-01-17 17:42:00,2020-01-17 17:59:00,INC,WASTE MANAGEMENT IRIS GLEEN,PRIVATE ENTERPRISE,JOHNSON CITY,TN,37601.0,TELEPHONE,,,,,,,,,,,,,OTHER,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,U,,,,,,,PARTLY CLOUDY,47.0,2.0,,U,,,,,,,,,,,,,MPH,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
975,1268965,"//////THIS IS A CORRECTION FOR NRC REPORT NUMBER 1268958.  REPORTING PARTY AND SUSPECTED RESPONSIBLE PARTY INFORMATION NEEDED TO BE CORRECTED.  CALLER STATED THE MECHANICAL FAILURE OCCURRED ON THE PIER SIDE./////////

ORIGINAL REPORT:
CALLER IS REPORTING THE RELEASE OF SEWAGE IN THE AMOUNT OF 1000 GALLONS FROM A VESSEL.  THE SEWAGE WENT INTO THE SAN FRANCISCO BAY AND THE RELEASE WAS DUE TO MECHANICAL FAILURE (ON THE PIER SIDE).
",VESSEL,EQUIPMENT FAILURE,1/17/2020 12:45,OCCURRED,,1 YERBA BUENA ISLAND,,,SAN FRANCISCO,CA,SAN FRANCISCO,94130.0,,,,,,,,,,,,,,,N,2020-01-17 17:45:00,2020-01-17 18:04:00,INC,USCG SECTOR SAN FRANCISCO,MILITARY,SAN FRANCISCO,CA,94130.0,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,SAN FRANCISCO BAY,SAN FRANCISCO BAY,,,Y,,,SECURED THE PUMP FACILITY.  ENGINEER RESPONDED AND FIXING THE PROBLEM.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,//////THIS IS A CORRECTION FOR NRC REPORT NUMBER 1268958.  REPORTING PARTY AND SUSPECTED RESPONSIBLE PARTY INFORMATION NEEDED TO BE CORRECTED.  CALLER STATED THE MECHANICAL FAILURE OCCURRED ON THE PIER SIDE./////////,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
976,1268966,CALLER REPORTS A PASSENGER HAD A VAPE DEVICE THAT BECAME HOT AND COULD GO INTO THERMAL RUN-AWAY CAUSING A POTENTIAL RELEASE OF LITHIUM OUT OF THE BATTERIES. THIS OCCURRED UPON ARRIVAL INTO BIRMINGHAM.,AIRCRAFT,OTHER,1/17/2020 14:15,OCCURRED,BIRMINGHAM-SHUTTLESWORTH INTL. AIRPORT,5900 MESSER AIRPORT HWY,,,BIRMINGHAM,AL,JEFFERSON,,,,,,,,,,,,,,,,Y,2020-01-17 18:03:00,2020-01-17 18:14:00,INC,,UNKNOWN,,XX,,TELEPHONE,COMMERCIAL,737-700,N437WN,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,NON-RELEASE (N/A),,,,,Y,,,PASSENGER GAVE THE DEVICE TO THE FLIGHT ATTENDANT AND COOLED THE DEVICE WITH TOWELS AND WATER AND PLACED IT IN BAG.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,FAA,,,,,,N,,,,NO,,,,,,POINT (nan nan),
977,1268967,"CALLER REPORTS THE RELEASE OF AN UNKNOWN AMOUNT OF PROPANE VAPOR INTO THE AIR IN THE FORM OF A VERY SLOW LEAK CAUSED BY A LEAKING FLANGE ON A TANKER TRUCK. THE RELEASE IS ONGOING, AND THE ROAD HAS BEEN CLOSED AND A CASINO EVACUATED.",MOBILE,EQUIPMENT FAILURE,1/17/2020 14:00,OCCURRED,QUINAULT CASINO,78 STATE ROUTE 115,,,OCEAN SHORES,WA,GRAYS HARBOR,98569.0,,,,,,,,,,,,,,,N,2020-01-17 18:11:00,2020-01-17 18:21:00,INC,FERRELL GAS,PRIVATE ENTERPRISE,LIBERTY,MO,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,N,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,Y,,EVERYONE,,N,,,N,,N,,N,,,N,,,Y,STATE ROUTE 115,,ALL,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,N,,,CALLER REPORTS THEY ARE PREPARING TO TRANSFER THE PROPANE FROM ONE TRUCK TO ANOTHER AND A TRUCK IS ENROUTE FOR THE PURPOSE.,OCEAN SHORES FD,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,78 STATE ROUTE 115,POINT (nan nan),
978,1268968,CALLER IS REPORTING AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE.,UNKNOWN SHEEN,UNKNOWN,1/17/2020 13:30,DISCOVERED,UNKNOWN SHEEN INCIDENT,CARLY MOSES BOAT HARBOR,53.891628 N,166.542313 W,DUTCH HARBOR,AK,ALEUTIANS WEST,99692.0,,,,53.0,53.0,29.0,N,166.0,32.0,32.0,W,,,,N,2020-01-17 18:23:00,2020-01-17 18:37:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,UNALASKA BAY,UNALASKA BAY,,,U,,,,,,,,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,53.89138888888889,-166.54222222222222,N,W,,POINT (-166.5422222222222 53.89138888888889),
979,1268969,LIQUID ASPHALT RELEASED FROM EQUIPMENT (ASPHALT MIXTURE) DUE TO A REVERSE PUMP FAILURE.,FIXED,EQUIPMENT FAILURE,1/16/2020 21:05,OCCURRED,KALAELOA ASPHALT PLANT; KALAELOA HARBOR,,,,KALAELOA OAHU,HI,HONOLULU,,,,,,,,,,,,,,,,N,2020-01-17 18:55:00,2020-01-17 19:00:00,INC,GRACE PACIFIC LLC,PRIVATE ENTERPRISE,HONOLULU,HI,96810.0,TELEPHONE,,,,,,,,,,,,,OTHER,N,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,ASPHALT PAVEMENT,,,,Y,,,EQUIPMENT WAS SHUTDOWN AND THE MATERIAL WAS CONTAINED.  THEY COOLED THE ASPHALT LIQUID WITH WATER.,,20200117-1336AT,,,,,,U,,,,,,,,,,,,,,,,,,,,,,DEPT. OF HEALTH,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
980,1268970,CALLER REPORTS A RELEASE OF AN UNKNOWN AMOUNT OF ANHYDROUS AMMONIA INTO THE AIR CAUSED BY TWO RELIEF VALVES LIFTED AT A FACILITY DURING STARTUP.,FIXED,UNKNOWN,1/17/2020 17:23,OCCURRED,,9959 HIGHWAY 18,,,ST JAMES,LA,ST. JAMES,70086.0,,,,,,,,,,,,,,,N,2020-01-17 19:01:00,2020-01-17 19:12:00,INC,TAMPA PORT SERVICES,PRIVATE ENTERPRISE,ST JAMES,LA,70086.0,TELEPHONE,,,,,,,,,,,,,CHEMICAL FACILITY,N,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,Y,1.0,,"CALLER REPORTS THIS REPORT IS BECAUSE IT'S PART OF THE 24 HOUR PERIOD FROM LAST NIGHTS RELEASE, AND THIS RELEASE MAY NOT BE OVER THE AMMONIA RQ.",,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,"LA STATE PD, EOC",,,,,,,N,MINUTE,,,NO,,,,,9959 HIGHWAY 18,POINT (nan nan),
981,1268971,"///////THIS IS A 48-HOUR PHMSA UPDATE FOR NRC REPORT NUMBER 1268828./////////

ORIGINAL REPORT:
CALLER REPORTING THE RELEASE OF AMMONIA DUE TO UNKNOWN REASONS.

UPDATED INFO:
- THE RESPONSIBLE PARTY HAS BEEN CONFIRMED.
- THE EQUIPMENT INVOLVED IS A LAUNCHER DOOR.
- UPDATED RELEASE VOLUME IS 40.5 BARRELS (RELEASE IS STILL ONGOING).
- PIPELINE PRESSURE HAS REDUCED FROM 87 POUNDS TO 65 POUNDS.
- THEY ARE ATTEMPTING A CLAMP REPAIR.
- APPROX. 60 - 65 EMPLOYEES AND CONTRACTORS WERE EVACUATED FROM THE MARTIN GAS FACILITY.
- COST OF EMERGENCY RESPONSE IS GREATER THAN $50,000.
- THREE WATER MONITORS ARE SPRAYING ON THE RELEASE ALONG WITH A SUPPRESSION BLANKET.",FIXED,UNKNOWN,1/16/2020 7:15,OCCURRED,MARTIN GAS FACILITY,SEE LAT / LONG,,,BEAUMONT,TX,JEFFERSON,,,,,30.0,3.0,28.0,N,94.0,2.0,4.0,W,,,,N,2020-01-17 19:38:00,2020-01-17 19:52:00,INC,FLINT HILL RESOURCES LC,PRIVATE ENTERPRISE,BEAUMONT,TX,77640.0,TELEPHONE,,,,,,,,,,,,,CHEMICAL FACILITY,N,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,Y,65.0,EMPLOYEES,,N,,,N,,Y,50000.0,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,BARGE CANAL; ATMOSPHERE,BARGE CANAL,,,N,,,THREE WATER MONITORS ARE SPRAYING ON THE RELEASE ALONG WITH A SUPPRESSION BLANKET.  AIR MONITORING IS STAGED AROUND THE AREA.,TCEQ,2121,,OVERCAST,,6.0,ESE,U,,,,,,,,,,,,,MPH,,,,,,,,///////THIS IS A 48-HOUR PHMSA UPDATE FOR NRC REPORT NUMBER 1268828.///////// UNITED STATES COAST GUARD (USCG) WAS NOTIFIED.  CALLER ALSO STATES THE WATER BEING USED FROM THE WATER MONITORS HAS EXCESS WATER GOING INTO A BARGE CANAL BUT THE CANAL HAS BEEN BOOMED.,TRRC,EPA,,,,,,N,,,,NO,30.05777777777778,-94.03444444444445,N,W,,POINT (-94.03444444444445 30.05777777777778),
982,1268972,CALLER REPORTS A VEHICLE ROLLED OVER AND WENT INTO THE WATER BUT NO RELEASE HAS BEEN OBSERVED OR REPORTED.,MOBILE,OTHER,1/17/2020 18:52,OCCURRED,SEE LAT/LONG -  BLACK CREEK BOAT RAMP,,,,,FL,CLAY,,,,,30.0,42.0,11.0,N,81.0,51.0,8.0,W,,,,Y,2020-01-17 20:08:00,2020-01-17 20:16:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,N,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,NON-RELEASE (N/A),,,,,U,,,"CALEER REPORTED NOTIFYING THE POLLUTION RESPONSE, WHICH ARE AWAITING THE FINISHING OF THE INVESTIGAVTION. ARRANGEMENTS ARE BEING MADE TO REMOVE THE VEHICLE FROM THE WATER.",CLAY COUNTY SHERIFF,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,30.703055555555554,-81.85222222222221,N,W,,POINT (-81.85222222222221 30.70305555555555),
983,1268973,CALLER REPORTS AN UNKNOWN SUBSTANCE CAUSING A SHEEN FROM AN UNKNOWN SOURCE COMING OUT OF A MANHOLE BEHIND THE OLD WESTINGHOUSE PLANT AND INTO A CREEK.,FIXED,UNKNOWN,1/17/2020 15:00,DISCOVERED,UNKNOWN SHEEN INCIDENT  - BETWEEN ORANGE ST AND 5TH AVE,,,,MANSFIELD,OH,RICHLAND,,,,,,,,,,,,,,,,N,2020-01-17 21:03:00,2020-01-17 21:11:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,OTHER,N,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,TOBY'S RUN CREEK,TOBY'S RUN CREEK,,,U,,,,,,,,,,,U,,WHITISH,,FOUL - WORSE THAN ROTTEN EGGS,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
984,1268974,POTENTIAL DISCHARGE FROM A PASSENGER CAR THAT WAS ACCIDENTALLY DRIVEN INTO THE WATER.  CALLER STATES THEY PRESUME THE DRIVER WAS DRINKING OR INTOXICATED.,MOBILE,OPERATOR ERROR,1/17/2020 19:30,OCCURRED,GAILEN RIVER,101 MARQUETTE ST,,,NEW BUFFALO,MI,BERRIEN,,,,,,,,,,,,,,,,Y,2020-01-17 21:05:00,2020-01-17 21:11:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,GAILEN RIVER,,,,U,,,DRIVER WAS ABLE TO GET OUT OF THE VEHICLE AND SWIM TO SHORE.  DIVE TEAM WILL RESPOND.,FIRE DEPT; POLICE DEPT; EMS,,,SNOWY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
985,1268975,CALLER IS REPORTING A MAINTENANCE SHOP FIRE AT THE INCIDENT LOCATION DUE TO UNKNOWN CAUSES AT THIS TIME. CALLER STATED THE SHOP CONTAINED 300 GALLONS OF USED AND NEW MOTOR OIL. CALLER STATED THE MATERIAL WASHED DOWN A DIRT DITCH ALONG SIDE OF THE ROAD AND ALSO CONTAINED FIRE WATER.,FIXED,UNKNOWN,1/17/2020 15:31,OCCURRED,,502 S. BOOKER RD,,,OTHELLO,WA,ADAMS,,,,,,,,,,,,,,,,N,2020-01-17 21:21:00,2020-01-17 21:33:00,INC,WOLFKILL FEED & FERTILIZER,PRIVATE ENTERPRISE,OTHELLO,WA,,TELEPHONE,,,,,,,,,,,,,OTHER,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,Y,N,N,,,,N,,,N,,N,,N,,,N,,,Y,S BOOKER RD,,N/S,N,N,,,UNKNOWN,WATER,HOLDING POND / ROAD,HOLDING POND,,,Y,,,"POLICE AND ADAMS CO FIRE MARSHALL WERE ONSCENE, INVESTIGATION IS UNDERWAY",PD/FD,20-0224,,OVERCAST,35.0,,,U,,,,,,,,,,,,,,,,,,,,,,STATE EMA,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
986,1268976,CALLER STATED A BICYCLIST WAS CROSSING THE TRACKS AND WAS STRUCK BY A FREIGHT TRAIN AND FATALLY INJURED.,RAILROAD NON-RELEASE,TRESPASSER,1/17/2020 22:34,OCCURRED,LBJ BLVD AND FL EAST COAST RR TRACKS,,,,HOLLY HILL,FL,VOLUSIA,,,,,,,,,,,,,,,,N,2020-01-17 23:25:00,2020-01-17 23:35:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,Y,,,OTHER,GATES/LIGHTS/BELLS,U,UNKNOWN,N,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,N,,,U,U,,,,,,,,,,UNK,,,,,,,,,,,,NO,NO,N,U,N,,,,N,,,Y,1.0,N,,N,,,N,,,U,,,,N,N,,,UNKNOWN,RAIL REPORT (N/A),TRESPASSER FATALITY,,,,U,,,"POLICE AND FIRE ARE ONSCENE, INVESTIGATION IS UNDERWAY",PD/FD,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,FL SWP,,,,,,,N,,,,NO,,,,,LBJ BLVD AND FL EAST COAST RR TRACKS,POINT (nan nan),
987,1268978,CALLER STATED THAT A FREIGHT TRAIN STRUCK / COLLIDED WITH A VEHICLE AT A CROSSING (BRADLEY ROAD) RESULTING IN A MINOR INJURY OF THE DRIVER OF THE VEHICLE.  CALLER ALSO STATED THAT THE DRIVER OF THE VEHICLE REFUSED MEDICAL ATTENTION.,RAILROAD NON-RELEASE,TRESPASSER,1/17/2020 20:02,DISCOVERED,GRADE CROSSING INCIDENT (BRADELY ROAD),MP 97.32,SAUKVILLE SUB,,MILWAUKEE,WI,MILWAUKEE,,,,,,,,,,,,,,,,N,2020-01-18 00:51:00,2020-01-18 01:05:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,Y,SAUKVILLE,97.32,UNKNOWN,OTHER,Y,386834X,N,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,N,,,U,U,,,,,,,,,,UNK,,,,,,,,,,,,NO,NO,N,U,N,,,,Y,1.0,,N,,N,,N,,,N,,,N,,,,N,Y,MAIN LINE,2.5,NONE,RAIL REPORT (N/A),TRESPASSER / VEHICLE STRIKE,,,,U,,,,LOCAL AUTHORITIES,1024206,,UNKNOWN,,,,U,,,,,,,,,,,,,,,,,,,,,CALLER STATED AT THE TIME OF IMPACT THE TRAIN WAS TRAVELING UNDER 10 MPH.  CALLER ALSO STATED THAT THERE WERE FLASHING LIGHTS THAT WERE OPERATIONAL AT THE GRADE CROSSING.  TRACK WAS CLOSED FOR APPROXIMATELY 2.5 HOURS BUT HAS SINCE BEEN RE-OPENENED.,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
988,1268979,"CALLER STATED A FREIGHT TRAIN STRUCK A TRESPASSER AT A GRADE CROSSING WHICH RESULTED IN FATAL INJURIES. CALLER STATED THE TRACKS WERE CLOSED FOR 2 HOURS, BUT HAS SINCE BEEN REOPENED.

PREVIOUS NRC REPORT # 1268976",RAILROAD NON-RELEASE,TRESPASSER,1/17/2020 22:33,OCCURRED,LPGA BLVD,,,,HOLLY HILL,FL,VOLUSIA,,,,,,,,,,,,,,,,N,2020-01-18 01:13:00,2020-01-18 01:23:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,Y,,107.04,OTHER,GATES/LIGHTS/BELLS,Y,271927W,N,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,N,,,U,U,,,,,,,,,,NO,,,,,,,,,,,,NO,NO,N,U,N,,,,N,,,Y,1.0,N,,N,,,N,,,N,,,,N,Y,MAIN LINE,2.0,UNKNOWN,RAIL REPORT (N/A),TRESPASSER FATALITY,,,,U,,,"POLICE AND FIRE WERE ONSCENE, INVESTIGATION HAS BEEN COMPLETED.",PD/FD,,,,,,,U,,,,,,,,,N/S,,,,,,,,,,,,"RAILWAY POLICE FOR FEC WILL BE NOTIFIED NEXT. 

PREVIOUS NRC REPORT # 1268976",,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
